k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Relevance,Overall Relevance,
16,0.000,Wild Turkey,16-23,0,46,0,46,0.000,0.000,
16,0.000,Wild Turkey,23-5,1,38,0,39,0.026,0.026,
16,0.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.000,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
16,0.000,Seagull,16-23,0,0,0,0,NaN,NaN,
16,0.000,Seagull,23-5,3,64,0,67,0.045,0.045,
16,0.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
16,0.000,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
16,0.000,Pigeon,16-23,19,221,0,240,0.079,0.079,
16,0.000,Pigeon,23-5,55,236,0,291,0.189,0.189,
16,0.000,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
16,0.000,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
16,0.000,Cat,16-23,13,40,0,53,0.245,0.245,
16,0.000,Cat,23-5,8,55,0,63,0.127,0.127,
16,0.000,Horse,16-23,4,42,0,46,0.087,0.087,
16,0.000,Horse,23-5,13,74,0,87,0.149,0.149,
16,0.000,orangutan,16-23,0,1,0,1,0.000,0.000,
16,0.000,orangutan,23-5,0,1,0,1,0.000,0.000,
16,0.000,Bat,16-23,36,1,0,37,0.973,0.973,
16,0.000,Bat,23-5,37,1,0,38,0.974,0.974,
16,0.000,Deer,16-23,10,11,0,21,0.476,0.476,
16,0.000,Deer,23-5,14,8,0,22,0.636,0.636,
16,0.000,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
16,0.000,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
16,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
16,0.000,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
16,0.000,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
16,0.000,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
16,0.000,Human UTI,16-23,65,74,0,139,0.468,0.468,
16,0.000,Human UTI,23-5,91,50,0,141,0.645,0.645,
16,0.000,unknown,16-23,0,11,0,11,0.000,0.000,
16,0.000,unknown,23-5,0,11,0,11,0.000,0.000,
16,0.000,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
16,0.000,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
16,0.000,Pig/Swine,16-23,1,25,0,26,0.038,0.038,
16,0.000,Pig/Swine,23-5,6,19,0,25,0.240,0.240,
16,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
16,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
16,0.000,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
16,0.000,Hu Cw and Dg,23-5,12,18,0,30,0.400,0.400,
16,0.000,Ground Squirrel,16-23,73,101,0,174,0.420,0.420,
16,0.000,Ground Squirrel,23-5,76,101,0,177,0.429,0.429,
16,0.000,Opossum,16-23,0,6,0,6,0.000,0.000,
16,0.000,Opossum,23-5,0,6,0,6,0.000,0.000,
16,0.000,Cow,16-23,1541,248,0,1789,0.861,0.861,
16,0.000,Cow,23-5,1492,287,0,1779,0.839,0.839,
16,0.000,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
16,0.000,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
16,0.000,OVERALL,16-23,3656,2692,0,6348,0.576,0.576,
16,0.000,OVERALL,23-5,4206,3404,0,7610,0.553,0.553,
16,0.500,Chicken,16-23,0,40,0,40,0.000,0.000,
16,0.500,Chicken,23-5,4,38,0,42,0.095,0.095,
16,0.500,Sea Lion,16-23,0,2,0,2,0.000,0.000,
16,0.500,Sea Lion,23-5,0,4,0,4,0.000,0.000,
16,0.500,Hu and Cw,16-23,22,8,0,30,0.733,0.733,
16,0.500,Hu and Cw,23-5,15,15,0,30,0.500,0.500,
16,0.500,Sheep,16-23,44,60,0,104,0.423,0.423,
16,0.500,Sheep,23-5,53,45,0,98,0.541,0.541,
16,0.500,Hu and Dg,16-23,25,7,0,32,0.781,0.781,
16,0.500,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
16,0.500,Common Loon,16-23,0,2,0,2,0.000,0.000,
16,0.500,Common Loon,23-5,0,2,0,2,0.000,0.000,
16,0.500,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.500,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.500,Cw,16-23,18,12,0,30,0.600,0.600,
16,0.500,Cw,23-5,22,8,0,30,0.733,0.733,
16,0.500,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
16,0.500,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
16,0.500,Pig,16-23,2,35,0,37,0.054,0.054,
16,0.500,Pig,23-5,1,33,0,34,0.029,0.029,
16,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
16,0.500,Barn Owl,23-5,0,2,0,2,0.000,0.000,
16,0.500,Wild Pig,16-23,1,16,0,17,0.059,0.059,
16,0.500,Wild Pig,23-5,0,10,0,10,0.000,0.000,
16,0.500,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
16,0.500,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
16,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
16,0.500,Guinni,23-5,0,2,0,2,0.000,0.000,
16,0.500,Racoon,16-23,0,2,0,2,0.000,0.000,
16,0.500,Racoon,23-5,0,3,0,3,0.000,0.000,
16,0.500,Hu,16-23,22,7,0,29,0.759,0.759,
16,0.500,Hu,23-5,19,12,0,31,0.613,0.613,
16,0.500,Cw and Dg,16-23,7,23,0,30,0.233,0.233,
16,0.500,Cw and Dg,23-5,20,10,0,30,0.667,0.667,
16,0.500,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.500,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
16,0.500,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
16,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
16,0.500,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
16,0.500,Dg,16-23,5,25,0,30,0.167,0.167,
16,0.500,Dg,23-5,27,3,0,30,0.900,0.900,
16,0.500,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
16,0.500,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
16,0.500,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
16,0.500,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
16,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.500,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
16,0.500,cougar,16-23,0,1,0,1,0.000,0.000,
16,0.500,cougar,23-5,0,1,0,1,0.000,0.000,
16,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
16,0.500,Ocean Water,23-5,0,10,0,10,0.000,0.000,
16,0.500,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
16,0.500,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
16,0.500,Dog,16-23,53,85,0,138,0.384,0.384,
16,0.500,Dog,23-5,85,104,0,189,0.450,0.450,
16,0.500,Human,16-23,1676,200,0,1876,0.893,0.893,
16,0.500,Human,23-5,2134,193,0,2327,0.917,0.917,
16,0.500,Wild Turkey,16-23,0,46,0,46,0.000,0.000,
16,0.500,Wild Turkey,23-5,1,38,0,39,0.026,0.026,
16,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.500,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
16,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
16,0.500,Seagull,23-5,3,64,0,67,0.045,0.045,
16,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
16,0.500,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
16,0.500,Pigeon,16-23,19,221,0,240,0.079,0.079,
16,0.500,Pigeon,23-5,55,236,0,291,0.189,0.189,
16,0.500,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
16,0.500,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
16,0.500,Cat,16-23,13,40,0,53,0.245,0.245,
16,0.500,Cat,23-5,8,55,0,63,0.127,0.127,
16,0.500,Horse,16-23,4,42,0,46,0.087,0.087,
16,0.500,Horse,23-5,13,74,0,87,0.149,0.149,
16,0.500,orangutan,16-23,0,1,0,1,0.000,0.000,
16,0.500,orangutan,23-5,0,1,0,1,0.000,0.000,
16,0.500,Bat,16-23,36,1,0,37,0.973,0.973,
16,0.500,Bat,23-5,37,1,0,38,0.974,0.974,
16,0.500,Deer,16-23,10,11,0,21,0.476,0.476,
16,0.500,Deer,23-5,14,8,0,22,0.636,0.636,
16,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
16,0.500,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
16,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
16,0.500,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
16,0.500,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
16,0.500,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
16,0.500,Human UTI,16-23,65,74,0,139,0.468,0.468,
16,0.500,Human UTI,23-5,91,50,0,141,0.645,0.645,
16,0.500,unknown,16-23,0,11,0,11,0.000,0.000,
16,0.500,unknown,23-5,0,11,0,11,0.000,0.000,
16,0.500,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
16,0.500,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
16,0.500,Pig/Swine,16-23,1,25,0,26,0.038,0.038,
16,0.500,Pig/Swine,23-5,6,19,0,25,0.240,0.240,
16,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
16,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
16,0.500,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
16,0.500,Hu Cw and Dg,23-5,12,18,0,30,0.400,0.400,
16,0.500,Ground Squirrel,16-23,73,101,0,174,0.420,0.420,
16,0.500,Ground Squirrel,23-5,76,101,0,177,0.429,0.429,
16,0.500,Opossum,16-23,0,6,0,6,0.000,0.000,
16,0.500,Opossum,23-5,0,6,0,6,0.000,0.000,
16,0.500,Cow,16-23,1541,248,0,1789,0.861,0.861,
16,0.500,Cow,23-5,1492,287,0,1779,0.839,0.839,
16,0.500,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
16,0.500,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
16,0.500,OVERALL,16-23,3656,2692,0,6348,0.576,0.576,
16,0.500,OVERALL,23-5,4206,3404,0,7610,0.553,0.553,
16,0.900,Chicken,16-23,0,40,0,40,0.000,0.000,
16,0.900,Chicken,23-5,4,38,0,42,0.095,0.095,
16,0.900,Sea Lion,16-23,0,2,0,2,0.000,0.000,
16,0.900,Sea Lion,23-5,0,4,0,4,0.000,0.000,
16,0.900,Hu and Cw,16-23,22,8,0,30,0.733,0.733,
16,0.900,Hu and Cw,23-5,15,15,0,30,0.500,0.500,
16,0.900,Sheep,16-23,44,60,0,104,0.423,0.423,
16,0.900,Sheep,23-5,53,45,0,98,0.541,0.541,
16,0.900,Hu and Dg,16-23,25,7,0,32,0.781,0.781,
16,0.900,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
16,0.900,Common Loon,16-23,0,2,0,2,0.000,0.000,
16,0.900,Common Loon,23-5,0,2,0,2,0.000,0.000,
16,0.900,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.900,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.900,Cw,16-23,18,12,0,30,0.600,0.600,
16,0.900,Cw,23-5,22,8,0,30,0.733,0.733,
16,0.900,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
16,0.900,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
16,0.900,Pig,16-23,2,35,0,37,0.054,0.054,
16,0.900,Pig,23-5,1,33,0,34,0.029,0.029,
16,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
16,0.900,Barn Owl,23-5,0,2,0,2,0.000,0.000,
16,0.900,Wild Pig,16-23,1,16,0,17,0.059,0.059,
16,0.900,Wild Pig,23-5,0,10,0,10,0.000,0.000,
16,0.900,Pennington Creek Water,16-23,0,344,1,345,0.000,0.000,
16,0.900,Pennington Creek Water,23-5,0,461,4,465,0.000,0.000,
16,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
16,0.900,Guinni,23-5,0,2,0,2,0.000,0.000,
16,0.900,Racoon,16-23,0,2,0,2,0.000,0.000,
16,0.900,Racoon,23-5,0,3,0,3,0.000,0.000,
16,0.900,Hu,16-23,22,7,0,29,0.759,0.759,
16,0.900,Hu,23-5,19,12,0,31,0.613,0.613,
16,0.900,Cw and Dg,16-23,7,23,0,30,0.233,0.233,
16,0.900,Cw and Dg,23-5,20,10,0,30,0.667,0.667,
16,0.900,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.900,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
16,0.900,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
16,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
16,0.900,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
16,0.900,Dg,16-23,5,25,0,30,0.167,0.167,
16,0.900,Dg,23-5,27,3,0,30,0.900,0.900,
16,0.900,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
16,0.900,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
16,0.900,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
16,0.900,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
16,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.900,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
16,0.900,cougar,16-23,0,1,0,1,0.000,0.000,
16,0.900,cougar,23-5,0,1,0,1,0.000,0.000,
16,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
16,0.900,Ocean Water,23-5,0,10,0,10,0.000,0.000,
16,0.900,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
16,0.900,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
16,0.900,Dog,16-23,53,85,0,138,0.384,0.384,
16,0.900,Dog,23-5,85,104,0,189,0.450,0.450,
16,0.900,Human,16-23,1676,200,0,1876,0.893,0.893,
16,0.900,Human,23-5,2134,193,0,2327,0.917,0.917,
16,0.900,Wild Turkey,16-23,0,46,0,46,0.000,0.000,
16,0.900,Wild Turkey,23-5,1,38,0,39,0.026,0.026,
16,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.900,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
16,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
16,0.900,Seagull,23-5,3,64,0,67,0.045,0.045,
16,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
16,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
16,0.900,Pigeon,16-23,19,221,0,240,0.079,0.079,
16,0.900,Pigeon,23-5,55,236,0,291,0.189,0.189,
16,0.900,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
16,0.900,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
16,0.900,Cat,16-23,13,40,0,53,0.245,0.245,
16,0.900,Cat,23-5,8,55,0,63,0.127,0.127,
16,0.900,Horse,16-23,4,42,0,46,0.087,0.087,
16,0.900,Horse,23-5,13,74,0,87,0.149,0.149,
16,0.900,orangutan,16-23,0,1,0,1,0.000,0.000,
16,0.900,orangutan,23-5,0,1,0,1,0.000,0.000,
16,0.900,Bat,16-23,36,1,0,37,0.973,0.973,
16,0.900,Bat,23-5,37,1,0,38,0.974,0.974,
16,0.900,Deer,16-23,10,11,0,21,0.476,0.476,
16,0.900,Deer,23-5,14,8,0,22,0.636,0.636,
16,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
16,0.900,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
16,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
16,0.900,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
16,0.900,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
16,0.900,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
16,0.900,Human UTI,16-23,65,74,0,139,0.468,0.468,
16,0.900,Human UTI,23-5,94,47,0,141,0.667,0.667,
16,0.900,unknown,16-23,0,11,0,11,0.000,0.000,
16,0.900,unknown,23-5,0,11,0,11,0.000,0.000,
16,0.900,SLO Creek Water,16-23,0,873,3,876,0.000,0.000,
16,0.900,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
16,0.900,Pig/Swine,16-23,1,25,0,26,0.038,0.038,
16,0.900,Pig/Swine,23-5,6,19,0,25,0.240,0.240,
16,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
16,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
16,0.900,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
16,0.900,Hu Cw and Dg,23-5,12,18,0,30,0.400,0.400,
16,0.900,Ground Squirrel,16-23,73,101,0,174,0.420,0.420,
16,0.900,Ground Squirrel,23-5,76,101,0,177,0.429,0.429,
16,0.900,Opossum,16-23,0,6,0,6,0.000,0.000,
16,0.900,Opossum,23-5,0,6,0,6,0.000,0.000,
16,0.900,Cow,16-23,1543,246,0,1789,0.862,0.862,
16,0.900,Cow,23-5,1492,287,0,1779,0.839,0.839,
16,0.900,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
16,0.900,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
16,0.900,OVERALL,16-23,3658,2686,4,6348,0.577,0.576,
16,0.900,OVERALL,23-5,4209,3393,8,7610,0.554,0.553,
16,0.950,Chicken,16-23,0,40,0,40,0.000,0.000,
16,0.950,Chicken,23-5,4,38,0,42,0.095,0.095,
16,0.950,Sea Lion,16-23,0,2,0,2,0.000,0.000,
16,0.950,Sea Lion,23-5,0,4,0,4,0.000,0.000,
16,0.950,Hu and Cw,16-23,22,8,0,30,0.733,0.733,
16,0.950,Hu and Cw,23-5,15,15,0,30,0.500,0.500,
16,0.950,Sheep,16-23,44,60,0,104,0.423,0.423,
16,0.950,Sheep,23-5,53,44,1,98,0.546,0.541,
16,0.950,Hu and Dg,16-23,25,7,0,32,0.781,0.781,
16,0.950,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
16,0.950,Common Loon,16-23,0,2,0,2,0.000,0.000,
16,0.950,Common Loon,23-5,0,2,0,2,0.000,0.000,
16,0.950,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.950,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.950,Cw,16-23,18,12,0,30,0.600,0.600,
16,0.950,Cw,23-5,22,8,0,30,0.733,0.733,
16,0.950,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
16,0.950,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
16,0.950,Pig,16-23,2,35,0,37,0.054,0.054,
16,0.950,Pig,23-5,1,33,0,34,0.029,0.029,
16,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
16,0.950,Barn Owl,23-5,0,2,0,2,0.000,0.000,
16,0.950,Wild Pig,16-23,1,16,0,17,0.059,0.059,
16,0.950,Wild Pig,23-5,0,10,0,10,0.000,0.000,
16,0.950,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
16,0.950,Pennington Creek Water,23-5,0,454,11,465,0.000,0.000,
16,0.950,Guinni,16-23,0,0,0,0,NaN,NaN,
16,0.950,Guinni,23-5,0,2,0,2,0.000,0.000,
16,0.950,Racoon,16-23,0,2,0,2,0.000,0.000,
16,0.950,Racoon,23-5,0,3,0,3,0.000,0.000,
16,0.950,Hu,16-23,22,7,0,29,0.759,0.759,
16,0.950,Hu,23-5,19,12,0,31,0.613,0.613,
16,0.950,Cw and Dg,16-23,7,23,0,30,0.233,0.233,
16,0.950,Cw and Dg,23-5,20,10,0,30,0.667,0.667,
16,0.950,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.950,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.950,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
16,0.950,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
16,0.950,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
16,0.950,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
16,0.950,Dg,16-23,5,25,0,30,0.167,0.167,
16,0.950,Dg,23-5,27,3,0,30,0.900,0.900,
16,0.950,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
16,0.950,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
16,0.950,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
16,0.950,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
16,0.950,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.950,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
16,0.950,cougar,16-23,0,1,0,1,0.000,0.000,
16,0.950,cougar,23-5,0,1,0,1,0.000,0.000,
16,0.950,Ocean Water,16-23,0,0,0,0,NaN,NaN,
16,0.950,Ocean Water,23-5,0,10,0,10,0.000,0.000,
16,0.950,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
16,0.950,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
16,0.950,Dog,16-23,53,85,0,138,0.384,0.384,
16,0.950,Dog,23-5,85,104,0,189,0.450,0.450,
16,0.950,Human,16-23,1676,200,0,1876,0.893,0.893,
16,0.950,Human,23-5,2127,198,2,2327,0.915,0.914,
16,0.950,Wild Turkey,16-23,0,46,0,46,0.000,0.000,
16,0.950,Wild Turkey,23-5,1,38,0,39,0.026,0.026,
16,0.950,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
16,0.950,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
16,0.950,Seagull,16-23,0,0,0,0,NaN,NaN,
16,0.950,Seagull,23-5,3,64,0,67,0.045,0.045,
16,0.950,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
16,0.950,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
16,0.950,Pigeon,16-23,20,220,0,240,0.083,0.083,
16,0.950,Pigeon,23-5,55,235,1,291,0.190,0.189,
16,0.950,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
16,0.950,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
16,0.950,Cat,16-23,13,40,0,53,0.245,0.245,
16,0.950,Cat,23-5,8,55,0,63,0.127,0.127,
16,0.950,Horse,16-23,4,42,0,46,0.087,0.087,
16,0.950,Horse,23-5,13,74,0,87,0.149,0.149,
16,0.950,orangutan,16-23,0,1,0,1,0.000,0.000,
16,0.950,orangutan,23-5,0,1,0,1,0.000,0.000,
16,0.950,Bat,16-23,36,1,0,37,0.973,0.973,
16,0.950,Bat,23-5,37,1,0,38,0.974,0.974,
16,0.950,Deer,16-23,10,11,0,21,0.476,0.476,
16,0.950,Deer,23-5,14,8,0,22,0.636,0.636,
16,0.950,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
16,0.950,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
16,0.950,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
16,0.950,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
16,0.950,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
16,0.950,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
16,0.950,Human UTI,16-23,68,71,0,139,0.489,0.489,
16,0.950,Human UTI,23-5,93,47,1,141,0.664,0.660,
16,0.950,unknown,16-23,0,11,0,11,0.000,0.000,
16,0.950,unknown,23-5,0,11,0,11,0.000,0.000,
16,0.950,SLO Creek Water,16-23,0,860,16,876,0.000,0.000,
16,0.950,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
16,0.950,Pig/Swine,16-23,1,25,0,26,0.038,0.038,
16,0.950,Pig/Swine,23-5,6,19,0,25,0.240,0.240,
16,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN,
16,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN,
16,0.950,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
16,0.950,Hu Cw and Dg,23-5,12,18,0,30,0.400,0.400,
16,0.950,Ground Squirrel,16-23,73,100,1,174,0.422,0.420,
16,0.950,Ground Squirrel,23-5,76,101,0,177,0.429,0.429,
16,0.950,Opossum,16-23,0,6,0,6,0.000,0.000,
16,0.950,Opossum,23-5,0,6,0,6,0.000,0.000,
16,0.950,Cow,16-23,1546,243,0,1789,0.864,0.864,
16,0.950,Cow,23-5,1492,286,1,1779,0.839,0.839,
16,0.950,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
16,0.950,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
16,0.950,OVERALL,16-23,3665,2662,21,6348,0.579,0.577,
16,0.950,OVERALL,23-5,4201,3387,22,7610,0.554,0.552,
16,0.960,Chicken,16-23,0,40,0,40,0.000,0.000,
16,0.960,Chicken,23-5,4,38,0,42,0.095,0.095,
16,0.960,Sea Lion,16-23,0,2,0,2,0.000,0.000,
16,0.960,Sea Lion,23-5,0,4,0,4,0.000,0.000,
16,0.960,Hu and Cw,16-23,22,8,0,30,0.733,0.733,
16,0.960,Hu and Cw,23-5,15,15,0,30,0.500,0.500,
16,0.960,Sheep,16-23,44,60,0,104,0.423,0.423,
16,0.960,Sheep,23-5,53,44,1,98,0.546,0.541,
16,0.960,Hu and Dg,16-23,25,7,0,32,0.781,0.781,
16,0.960,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
16,0.960,Common Loon,16-23,0,2,0,2,0.000,0.000,
16,0.960,Common Loon,23-5,0,2,0,2,0.000,0.000,
16,0.960,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
16,0.960,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
16,0.960,Cw,16-23,18,12,0,30,0.600,0.600,
16,0.960,Cw,23-5,22,8,0,30,0.733,0.733,
16,0.960,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
16,0.960,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
16,0.960,Pig,16-23,2,35,0,37,0.054,0.054,
16,0.960,Pig,23-5,1,33,0,34,0.029,0.029,
16,0.960,Barn Owl,16-23,0,0,0,0,NaN,NaN,
16,0.960,Barn Owl,23-5,0,2,0,2,0.000,0.000,
16,0.960,Wild Pig,16-23,1,16,0,17,0.059,0.059,
16,0.960,Wild Pig,23-5,0,10,0,10,0.000,0.000,
16,0.960,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
16,0.960,Pennington Creek Water,23-5,0,445,20,465,0.000,0.000,
16,0.960,Guinni,16-23,0,0,0,0,NaN,NaN,
16,0.960,Guinni,23-5,0,2,0,2,0.000,0.000,
16,0.960,Racoon,16-23,0,2,0,2,0.000,0.000,
16,0.960,Racoon,23-5,0,3,0,3,0.000,0.000,
16,0.960,Hu,16-23,22,7,0,29,0.759,0.759,
16,0.960,Hu,23-5,19,12,0,31,0.613,0.613,
16,0.960,Cw and Dg,16-23,7,23,0,30,0.233,0.233,
16,0.960,Cw and Dg,23-5,20,10,0,30,0.667,0.667,
